CSFII 1994-96 Food Code	Food Description in 1994-96 CSFII	GI Value	Value used in DHQ database
13160650	"Milk dessert, frozen, made with low-calorie sweetener, chocolate"	Null	X
13161000	"Milk dessert bar, frozen, made from lowfat milk"	Null	X
13161500	"Milk dessert sandwich bar, frozen, made from lowfat milk"		
13161520	"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk"		
13161600	"Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener"	Null	X
13161630	"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)"	Null	X
13170000	Baked Alaska		
13200110	"Pudding, NFS"	44	X
13210110	"Pudding, bread"	61.6	X
13210150	Puerto Rican bread pudding made with evaporated milk and rum (Budin de pan)		
13210160	"Diplomat pudding, Puerto Rican style (Budin Diplomatico)"		
13210180	"Pudding, Mexican bread (Capirotada)"	Null	X
13210190	"Pudding, Mexican bread (Capirotada), lower fat"		
13210220	"Pudding, chocolate, ready-to-eat, NS as to from dry mix or canned"	44	X
13210250	"Pudding, chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as to from dry mix or canned"	44	X
13210260	"Rice flour cream, Puerto Rican style (Majarete, manjar blanco)"		
13210270	"Spanish custard, Puerto Rican style (Natilla Espanol)"		
13210280	"Pudding, flavors other than chocolate, ready-to-eat, NS as to from dry mix or canned"	44	X
13210290	"Pudding, flavors other than chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as to from dry mix or canned"	44	X
13210300	Custard	38	X
13210350	"Custard, Puerto Rican style (Flan)"	38	X
13210410	"Pudding, rice"	54	X
13210450	"Pudding, rice flour, with nuts (Indian dessert)"	54	X
13210500	"Pudding, tapioca, made from home recipe, made with milk"	62.5	X
13210520	"Pudding, tapioca, made from dry mix, made with milk"	62.5	X
13210530	"Pudding, tapioca, chocolate, made with milk"		
13210610	"Pudding, coconut"	44	X
13210710	"Pudding, Indian (milk, molasses and cornmeal-based pudding)"	44	X
13210750	"Pudding, pumpkin"	44	X
13210810	Puerto Rican pumpkin pudding (Flan de calabaza)		
13210820	"Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)"		
13220110	"Pudding, flavors other than chocolate, prepared from dry mix, milk added"	44	X
13220120	"Pudding, chocolate, prepared from dry mix, milk added"	44	X
13220210	"Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added"	44	X
13220220	"Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added"	44	X
13220230	"Pudding, canned, chocolate, reduced fat"	44	X
13220235	"Pudding, canned, chocolate, fat free"	44	X
13220240	"Pudding, canned, flavors other than chocolate, reduced fat"	44	X
13220245	"Pudding, canned, flavors other than chocolate, fat free"	44	X
13230110	"Pudding, canned, flavors other than chocolate"	44	X
13230120	"Pudding, canned, low calorie, containing artificial sweetener, flavors other than chocolate"	44	X
13230130	"Pudding, canned, chocolate"	44	X
13230140	"Pudding, canned, low calorie, containing artificial sweetener, chocolate"	44	X
13230200	"Pudding, canned, chocolate and non-chocolate flavors combined"	44	X
13230500	"Pudding, canned, tapioca"	62.5	X
13230510	"Pudding, canned, tapioca, fat free"	62.5	X
13235000	"Pudding pops, chocolate"	44	X
13235100	"Pudding pops, flavors other than chocolate"		
13236000	"Pudding roll-up, chocolate"		
13236100	"Pudding roll-up, flavors other than chocolate"		
13240110	"Pudding, sodium-controlled, with milk base"		
13241000	"Pudding, with fruit and vanilla wafers"	59.1	X
13250000	"Mousse, chocolate"	34	X
13250100	"Mousse, not chocolate"	34	X
13250200	"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added"		
13251000	Chantilly Cream		
13252100	"Coconut custard, Puerto Rican style (Flan de coco)"	38	X
13252200	"Milk dessert or milk candy, Puerto Rican style (Dulce de leche)"		
13252500	"Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese"	Null	X
13310000	"Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior"		
13311000	"Custard pudding, baby food, flavor other than chocolate, strained"		
13312000	"Custard pudding, baby food, flavor other than chocolate, junior"		
13411000	"White sauce, milk sauce"	27	X
13412000	"Milk gravy, quick gravy"	50	X
14010000	"Cheese, NFS"	27	X
14010100	"Cheese, Cheddar or American type, NS as to natural or processed"	27	X
14100100	"Cheese, natural, NFS"	27	X
14101010	"Cheese, Blue or Roquefort"	27	X
14102010	"Cheese, Brick"	27	X
14102110	"Cheese, Brick, with salami"		
14103010	"Cheese, Camembert"	27	X
14103020	"Cheese, Brie"	27	X
14104010	"Cheese, natural, Cheddar or American type"	27	X
14104020	"Cheese, Cheddar or American type, dry, grated"	27	X
14104200	"Cheese, Colby"	27	X
14104250	"Cheese, Colby Jack"	27	X
14104400	"Cheese, Feta"	27	X
14104600	"Cheese, Fontina"	27	X
14104700	"Cheese, goat"	27	X
14105010	"Cheese, Gouda or Edam"	27	X
14105200	"Cheese, Gruyere"	27	X
14106010	"Cheese, Limburger"	27	X
14106200	"Cheese, Monterey"	27	X
14106500	"Cheese, Monterey, lowfat"	27	X
14107010	"Cheese, Mozzarella, NFS"	27	X
14107020	"Cheese, Mozzarella, whole milk"		
14107030	"Cheese, Mozzarella, part skim"	27	X
14107040	"Cheese, Mozzarella, low sodium"	27	X
14107060	"Cheese, Mozzarella, nonfat or fat free"	32	X
14107200	"Cheese, Muenster"	27	X
14107210	"Cheese, Muenster, low sodium"		
14107250	"Cheese, Muenster, lowfat"	27	X
14108010	"Cheese, Parmesan, dry grated"	27	X
14108020	"Cheese, Parmesan, hard"	27	X
14108050	"Cheese, Parmesan, low sodium"	27	X
14108060	"Parmesan cheese topping, fat free"	32	X
14108200	"Cheese, Port du Salut"		
14108400	"Cheese, Provolone"	27	X
14108410	"Cheese, Provolone, reduced fat, reduced sodium"	27	X
14108800	"Cheese, Semi-soft, low sodium"	27	X
14109010	"Cheese, Swiss"	27	X
14109020	"Cheese, Swiss, low sodium"	27	X
14109030	"Cheese, Swiss, lowfat"	27	X
14110010	"Cheese, Cheddar or Colby, low sodium"	27	X
14110020	"Cheese, Cheddar or Colby, low sodium, lowfat"	27	X
14110030	"Cheese, Cheddar or Colby, lowfat"	27	X
14131000	Queso Anejo (aged Mexican cheese)	27	X
14131500	Queso Asadero	27	X
14132000	Queso Chihuahua	27	X
14133000	Queso Fresco	27	X
14200100	"Cheese, cottage, NFS"	29.5	X
14201010	"Cheese, cottage, creamed, large or small curd"	27	X
14201200	"Cottage cheese, farmer's"	27	X
14201500	"Cheese, Ricotta"	27	X
14202010	"Cheese, cottage, with fruit"	42.5	X
14202020	"Cheese, cottage, with vegetables"		
14203010	"Cheese, cottage, dry curd"	27	X
14203020	"Cheese, cottage, salted, dry curd"	32	X
14203510	"Puerto Rican white cheese (queso del pais, blanco)"	27	X
14204010	"Cheese, cottage, lowfat (1-2% fat)"	32	X
14204020	"Cheese, cottage, lowfat, with fruit"	45	X
14204030	"Cheese, cottage, lowfat, with vegetables"	32	X
14205010	"Cheese, cottage, low sodium"	27	X
14206010	"Cheese, cottage, lowfat, low sodium"	32	X
14207010	"Cheese, cottage, lowfat, lactose reduced"		
14210000	"Cheese, yogurt, NFS"	27	X
14220000	"Cottage cheese with fruit, baby food, strained or junior"		
14301010	"Cheese, cream"	27	X
14303010	"Cheese, cream, lowfat"	27	X
14410100	"Cheese, processed, American and Swiss blends"	27	X
14410200	"Cheese, processed, American or Cheddar type"	27	X
14410210	"Cheese, processed, American or Cheddar type, low sodium"	27	X
14410300	"Cheese, processed, American or Cheddar type, lowfat"	27	X
14410310	"Cheese, processed, American, Cheddar, or Colby, lowfat, low sodium"	27	X
14410330	"Cheese, processed cheese product, American or Cheddar type, reduced fat"	27	X
14410340	"Cheese, processed cheese product, American or Cheddar type, reduced fat, reduced sodium"	27	X
14410350	"Cheese, processed, American or Cheddar type, nonfat or fat free"	32	X
14410380	"Cheese, processed cream cheese product, nonfat or fat free"	32	X
14410400	"Cheese, processed, Swiss"	27	X
14410410	"Cheese, processed, Swiss, low sodium"	27	X
14410420	"Cheese, processed, Swiss, lowfat"	27	X
14410440	"Cheese, processed, Swiss, lowfat, low sodium"	27	X
14410450	"Cheese, processed cheese product, Swiss, reduced fat"	27	X
14410500	"Cheese, processed cheese food"	27	X
14410600	"Cheese, processed, with vegetables"	27	X
14410620	"Cheese, processed, with wine"		
14410710	"Cheese, processed, Mozzarella, low sodium"	27	X
14410830	"Cheese, processed, Muenster, lowfat, low sodium"		
14420000	"Cheese spread, NFS"	27	X
14420100	"Cheese spread, American or Cheddar cheese base"	27	X
14420140	"Cheese spread, American or Cheddar cheese base, lowfat, low sodium"	27	X
14420160	"Cheese spread, Swiss cheese base"	27	X
14420200	"Cheese spread, cream cheese or Neufchatel base"	27	X
14420300	"Cheese spread, pressurized can"	27	X
14501010	Imitation cream cheese	Null	X
14502010	"Imitation cheese, American or cheddar type"	27	X
14502040	"Imitation cheese, American or cheddar type, low cholesterol"	27	X
14503010	Imitation cheese spread		
14504010	Imitation mozzarella cheese	27	X
14610200	"Cheese, cottage cheese, with gelatin dessert"		
14610210	"Cheese, cottage cheese, with gelatin dessert and fruit"	42.5	X
14610250	"Cheese, cottage cheese, with gelatin dessert and vegetables"		
14610520	Cheese with nuts	27	X
14620100	"Dip, cream cheese base"	27	X
14620120	"Shrimp dip, cream cheese base"	27	X
14620150	"Dip, cheese with chili pepper (chili con queso)"	27	X
14620200	"Dip, cheese base other than cream cheese"	27	X
14620300	Pizza topping from cheese pizza		
14620310	Pizza topping from vegetable pizza		
14620320	Pizza topping from meat pizza		
14620330	Pizza topping from meat and vegetable pizza		
14630100	Cheese fondue		
14630200	Cheese souffle	Null	
14630300	Welsh rarebit	27	X
14640000	Cheese sandwich		
14640100	"Cheese sandwich, grilled"		
14640200	"Cheese sandwich, hoagie"		
14640300	Cheese spread sandwich		
14650100	Cheese sauce	27	X
14650150	Cheese sauce made with lowfat cheese	27	X
14650160	Alfredo sauce	27	X
14660200	"Cheese, nuggets or pieces, breaded, baked, or fried"		
14710100	Cheddar cheese soup	27	X
14710110	"Cheddar cheese soup, canned, undiluted"		
14710200	"Beer soup, made with milk"		
20000000	"Meat, NFS"	0	X
20000070	"Meat, baby food, NS as to type, NS as to strained or junior"		
20000090	"Meat sticks, baby food, NS as to type of meat"		
20000200	"Ground meat, NFS"	0	X
21000100	"Beef, NS as to cut, cooked, NS as to fat eaten"	0	X
21000110	"Beef, NS as to cut, cooked, lean and fat eaten"	Null	X
21000120	"Beef, NS as to cut, cooked, lean only eaten"	0	X
21001000	"Steak, NS as to type of meat, cooked, NS as to fat eaten"	0	X
21001010	"Steak, NS as to type of meat, cooked, lean and fat eaten"	0	X
21001020	"Steak, NS as to type of meat, cooked, lean only eaten"	0	X
21002000	"Beef, pickled"	50	X
21003000	"Beef, NS as to cut, fried, NS to fat eaten"	0	X
21101000	"Beef steak, NS as to cooking method, NS as to fat eaten"	0	X
21101010	"Beef steak, NS as to cooking method, lean and fat eaten"	0	X
21101020	"Beef steak, NS as to cooking method, lean only eaten"	0	X
21101110	"Beef steak, broiled or baked, NS as to fat eaten"	0	X
21101120	"Beef steak, broiled or baked, lean and fat eaten"	0	X
21101130	"Beef steak, broiled or baked, lean only eaten"	0	X
21102110	"Beef steak, fried, NS as to fat eaten"	0	X
21102120	"Beef steak, fried, lean and fat eaten"	0	X
21102130	"Beef steak, fried, lean only eaten"	0	X
21103110	"Beef steak, breaded or floured, baked or fried, NS as to fat eaten"	50	X
21103120	"Beef steak, breaded or floured, baked or fried, lean and fat eaten"	50	X
21103130	"Beef steak, breaded or floured, baked or fried, lean only eaten"	50	X
21104110	"Beef steak, battered, fried, NS as to fat eaten"	50	X
21104120	"Beef steak, battered, fried, lean and fat eaten"	50	X
21104130	"Beef steak, battered, fried, lean only eaten"	50	X
21105110	"Beef steak, braised, NS as to fat eaten"	0	X
21105120	"Beef steak, braised, lean and fat eaten"	0	X
21105130	"Beef steak, braised, lean only eaten"	0	X
21301000	"Beef, oxtails, cooked"		
21302000	"Beef, neck bones, cooked"		
21304000	"Beef, shortribs, cooked, NS as to fat eaten"	0	X
21304110	"Beef, shortribs, cooked, lean and fat eaten"	0	X
21304120	"Beef, shortribs, cooked, lean only eaten"	0	X
21304200	"Beef, shortribs, barbecued, with sauce, NS as to fat eaten"	50	X
21304210	"Beef, shortribs, barbecued, with sauce, lean and fat eaten"	50	X
21304220	"Beef, shortribs, barbecued, with sauce, lean only eaten"	50	X
21305000	"Beef, cow head, cooked"	Null	X
21401000	"Beef, roast, roasted, NS as to fat eaten"	0	X
21401110	"Beef, roast, roasted, lean and fat eaten"	0	X
21401120	"Beef, roast, roasted, lean only eaten"	0	X
21401400	"Beef, roast, canned"	0	X
21407000	"Beef, pot roast, braised or boiled, NS as to fat eaten"	0	X
21407110	"Beef, pot roast, braised or boiled, lean and fat eaten"	0	X
21407120	"Beef, pot roast, braised or boiled, lean only eaten"	0	X
21410000	"Beef, stew meat, cooked, NS as to fat eaten"	0	X
21410110	"Beef, stew meat, cooked, lean and fat eaten"	0	X
21410120	"Beef, stew meat, cooked, lean only eaten"	0	X
21416000	"Corned beef, cooked, NS as to fat eaten"	50	X
21416110	"Corned beef, cooked, lean and fat eaten"	50	
21416120	"Corned beef, cooked, lean only eaten"	0	X
21416150	"Corned beef, canned, ready-to-eat"	0	X
21417100	"Beef brisket, cooked, NS as to fat eaten"	0	X
21417110	"Beef brisket, cooked, lean and fat eaten"	0	X
21417120	"Beef brisket, cooked, lean only eaten"	0	X
21420100	"Beef, sandwich steak (flaked, formed, thinly sliced)"	Null	X
21500000	"Ground beef, raw"	0	X
21500100	"Ground beef or patty, cooked, NS as to regular, lean, or extra lean"	0	X
21500110	"Ground beef, meatballs, meat only, cooked, NS as to regular, lean, or extra lean"	Null	X
21500200	"Ground beef or patty, breaded, cooked"	95	X
21501000	"Ground beef, regular, cooked"	0	X
21501200	"Ground beef, lean, cooked"	0	X
21501300	"Ground beef, extra lean, cooked"	0	X
21540100	"Ground beef with textured vegetable protein, cooked"	Null	X
21601000	"Beef, bacon, cooked"	50	X
21601250	"Beef, bacon, cooked, lean only eaten"		
21601500	"Beef, bacon, formed, lean meat added, cooked"	50	X
21602000	"Beef, dried, chipped, uncooked"	50	X
21602010	"Beef, dried, chipped, cooked in fat"	0	X
21602100	Beef jerky		
21603000	"Beef, pastrami (beef, smoked, spiced)"	50	X
21701000	"Beef, baby food, NS as to strained or junior"		
21701010	"Beef, baby food, strained"		
21701020	"Beef, baby food, junior"		
22000100	"Pork, NS as to cut, cooked, NS as to fat eaten"	0	X
22000110	"Pork, NS as to cut, cooked, lean and fat eaten"		
22000120	"Pork, NS as to cut, cooked, lean only eaten"	0	X
22000200	"Pork, NS as to cut, fried, NS as to fat eaten"	0	X
22000210	"Pork, NS as to cut, fried, lean and fat eaten"	0	X
22000220	"Pork, NS as to cut, fried, lean only eaten"	0	X
22000300	"Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten"		
22000310	"Pork, NS as to cut, breaded or floured, fried, lean and fat eaten"		
22000320	"Pork, NS as to cut, breaded or floured, fried, lean only eaten"		
22001000	"Pork, pickled, NS as to cut"		
